word,n_morphemes,note,n_pref,n_root,n_suff,prs,zipf_freq
maharajah,1,{(maharajah)},0,1,0,"0,1,0",2.28
maharani,1,{(maharani)},0,1,0,"0,1,0",1.91
mahatma,1,{(mahatma)},0,1,0,"0,1,0",3.06
mahoganies,1,{(mahogany)},0,1,0,"0,1,0",0.0
mahogany,1,{(mahogany)},0,1,0,"0,1,0",3.29
mahout,1,{(mahout)},0,1,0,"0,1,0",1.75
maid,1,{(maid)},0,1,0,"0,1,0",3.86
maiden,2,{(maid)>en>},0,1,1,"0,1,1",3.82
maidenhair,3,{(maid)>en>}{(hair)},0,2,1,"0,2,1",1.54
maidenhead,3,{(maid)>en>(head)},0,2,1,"0,2,1",2.62
maidenlike,3,{(maid)>en>}{(like)},0,2,1,"0,2,1",0.0
maidenly,3,{(maid)>en>}>ly>,0,1,2,"0,1,2",1.33
maidservant,3,{(maid)}{(serve)}>ant>,0,2,1,"0,2,1",2.08
mail,1,{(mail)},0,1,0,"0,1,0",4.72
mailbag,2,{(mail)}{(bag)},0,2,0,"0,2,0",2.05
mailboat,2,{(mail)}{(boat)},0,2,0,"0,2,0",1.1
mailbox,2,{(mail)}{(box)},0,2,0,"0,2,0",3.31
mailer,2,{(mail)}>er>,0,1,1,"0,1,1",2.94
mailman,2,{(mail)}{(man)},0,2,0,"0,2,0",2.88
mailmen,2,{(mail)}{(men)},0,2,0,"0,2,0",1.6
maim,1,{(maim)},0,1,0,"0,1,0",2.64
main,1,{(main)},0,1,0,"0,1,0",5.24
maine,1,{(maine)},0,1,0,"0,1,0",4.16
mainland,2,{(main)}(land),0,2,0,"0,2,0",3.95
mainline,2,{(main)}{(line)},0,2,0,"0,2,0",3.06
mainlined,2,{(main)}{(line)},0,2,0,"0,2,0",1.12
mainly,2,{(main)}>ly>,0,1,1,"0,1,1",4.6
mainsail,2,{(main)}{(sail)},0,2,0,"0,2,0",2.28
mainspring,2,{(main)}{(spring)},0,2,0,"0,2,0",1.96
mainstay,2,{(main)}{(stay)},0,2,0,"0,2,0",3.06
mainstream,2,{(main)}{(stream)},0,2,0,"0,2,0",4.26
maintain,1,{(maintain)},0,1,0,"0,1,0",4.65
maintainable,2,{(maintain)}>able>,0,1,1,"0,1,1",2.21
maintenance,2,{(maintain)>ance>},0,1,1,"0,1,1",4.55
maisonette,2,{(maison)>ette>},0,1,1,"0,1,1",1.95
maisonnette,2,{(maison)>ette>},0,1,1,"0,1,1",0.0
maize,1,{(maize)},0,1,0,"0,1,0",3.34
majestic,2,{(majest)>ic>},0,1,1,"0,1,1",3.57
majestically,3,{(majest)>ic>}>ly>,0,1,2,"0,1,2",2.45
majesties,2,{(majest)>y>},0,1,1,"0,1,1",2.35
majesty,2,{(majest)>y>},0,1,1,"0,1,1",4.05
major,1,{(major)},0,1,0,"0,1,0",5.3
majorette,2,{(major)>ette>},0,1,1,"0,1,1",1.73
majorities,2,{(major)}>ity>,0,1,1,"0,1,1",2.96
majority,2,{(major)}>ity>,0,1,1,"0,1,1",4.94
make,1,{(make)},0,1,0,"0,1,0",6.08
maker,2,{(make)}>er>,0,1,1,"0,1,1",4.23
makeshift,2,{(make)}{(shift)},0,2,0,"0,2,0",3.18
makeup,2,{(make)}{(up)},0,2,0,"0,2,0",4.39
malachite,1,{(malachite)},0,1,0,"0,1,0",2.48
maladaptive,3,<mal<{(adapt)}>ive>,1,1,1,"1,1,1",2.32
maladies,1,{(malady)},0,1,0,"0,1,0",2.52
maladjusted,3,<mal<{<a<(just)},2,1,0,"2,1,0",2.12
maladjustment,4,<mal<{<a<(just)}>ment>,2,1,1,"2,1,1",1.59
maladministration,5,{(mal)}{<a<(minister)>ate>}>ion>,1,2,2,"1,2,2",2.02
maladroit,1,{(maladroit)},0,1,0,"0,1,0",1.71
maladroitly,3,<mal<{(adroit)}>ly>,1,1,1,"1,1,1",0.0
maladroitness,3,<mal<{(adroit)}>ness>,1,1,1,"1,1,1",0.0
malady,1,{(malady)},0,1,0,"0,1,0",2.55
malaise,1,{(malaise)},0,1,0,"0,1,0",2.84
malapropism,2,{(malaprop)}>ism>,0,1,1,"0,1,1",1.39
malaria,1,{(malaria)},0,1,0,"0,1,0",3.65
malarial,2,{(malaria)}>al>,0,1,1,"0,1,1",2.35
malaysia,1,{(malaysia)},0,1,0,"0,1,0",4.28
malcolm,1,{(malcolm)},0,1,0,"0,1,0",4.01
malcontent,2,<mal<{(content)},1,1,0,"1,1,0",2.05
male,1,{(male)},0,1,0,"0,1,0",4.89
malediction,3,{(male)(dict)}>ion>,0,2,1,"0,2,1",1.57
malefactor,3,{(male)(fact)>or>},0,2,1,"0,2,1",1.47
maleness,2,{(male)}>ness>,0,1,1,"0,1,1",2.13
malevolence,3,{(male)(vol)>ance>},0,2,1,"0,2,1",2.33
malevolent,3,{(male)(vol)>ant>},0,2,1,"0,2,1",2.92
malevolently,4,{(male)(vol)>ant>}>ly>,0,2,2,"0,2,2",1.57
malfeasant,3,{(mal)(fact)>ant>},0,2,1,"0,2,1",0.0
malformation,3,<mal<{(form)}>ion>,1,1,1,"1,1,1",2.43
malformed,2,<mal<{(form)},1,1,0,"1,1,0",2.4
malfunction,2,<mal<{(function)},1,1,0,"1,1,0",3.29
malice,1,{(malice)},0,1,0,"0,1,0",3.34
malicious,2,{(malice)}>ious>,0,1,1,"0,1,1",3.67
maliciously,3,{(malice)}>ious>>ly>,0,1,2,"0,1,2",2.85
malign,1,{(malign)},0,1,0,"0,1,0",2.59
malignancies,2,{(malign)}>ancy>,0,1,1,"0,1,1",2.53
malignancy,2,{(malign)}>ancy>,0,1,1,"0,1,1",2.65
malignant,2,{(malign)}>ant>,0,1,1,"0,1,1",3.33
malignantly,3,{(malign)}>ant>>ly>,0,1,2,"0,1,2",1.33
malignities,2,{(malign)}>ity>,0,1,1,"0,1,1",0.0
malignity,2,{(malign)}>ity>,0,1,1,"0,1,1",1.43
malinger,1,{(malinger)},0,1,0,"0,1,0",1.18
malingerer,2,{(malinger)}>er>,0,1,1,"0,1,1",1.36
mall,1,{(mall)},0,1,0,"0,1,0",4.29
mallard,1,{(mallard)},0,1,0,"0,1,0",2.81
malleability,2,{(malleable)}>ity>,0,1,1,"0,1,1",2.19
malleable,1,{(malleable)},0,1,0,"0,1,0",2.82
mallet,1,{(mallet)},0,1,0,"0,1,0",3.0
mallow,1,{(mallow)},0,1,0,"0,1,0",2.39
malnourished,2,<mal<{(nourish)},1,1,0,"1,1,0",2.8
malnutrition,3,<mal<{(nutri)>ion>},1,1,1,"1,1,1",3.24
malodorous,3,<mal<{(odor)}>ious>,1,1,1,"1,1,1",1.83
malpractice,3,<mal<{(pract)>ice>},1,1,1,"1,1,1",3.25
malt,1,{(malt)},0,1,0,"0,1,0",3.41
maltreat,2,<mal<{(treat)},1,1,0,"1,1,0",1.28
maltreatment,3,<mal<{(treat)}>ment>,1,1,1,"1,1,1",2.59
mam,1,{(mam)},0,1,0,"0,1,0",3.23
mama,1,{(mama)},0,1,0,"0,1,0",4.24
mambo,1,{(mambo)},0,1,0,"0,1,0",2.78
mamma,1,{(mamma)},0,1,0,"0,1,0",3.32
mammal,1,{(mammal)},0,1,0,"0,1,0",3.31
mammalian,2,{(mammal)}>ian>,0,1,1,"0,1,1",3.19
mammary,1,{(mammary)},0,1,0,"0,1,0",2.63
mammies,1,{(mammy)},0,1,0,"0,1,0",1.38
mammon,1,{(mammon)},0,1,0,"0,1,0",2.3
mammoth,1,{(mammoth)},0,1,0,"0,1,0",3.4
mammy,1,{(mammy)},0,1,0,"0,1,0",2.62
man,1,{(man)},0,1,0,"0,1,0",5.82
manacle,1,{(manacle)},0,1,0,"0,1,0",1.42
manacled,1,{(manacle)},0,1,0,"0,1,0",1.69
manage,1,{(manage)},0,1,0,"0,1,0",4.54
manageability,3,{(manage)}>able>>ity>,0,1,2,"0,1,2",1.74
manageable,2,{(manage)}>able>,0,1,1,"0,1,1",3.38
managed,1,{(manage)},0,1,0,"0,1,0",4.76
management,2,{(manage)}>ment>,0,1,1,"0,1,1",5.13
manager,2,{(manage)}>er>,0,1,1,"0,1,1",4.97
manageress,3,{(manage)}>er>>ess>,0,1,2,"0,1,2",1.77
managerial,3,{(manage)}>er>>al>,0,1,2,"0,1,2",3.56
manatee,1,{(manatee)},0,1,0,"0,1,0",2.74
manchester,1,{(manchester)},0,1,0,"0,1,0",4.53
mandarin,1,{(mandarin)},0,1,0,"0,1,0",3.52
mandate,2,{(mand)>ate>},0,1,1,"0,1,1",3.97
mandated,2,{(mand)>ate>},0,1,1,"0,1,1",3.56
mandatory,3,{(mand)>ate>}>ory>,0,1,2,"0,1,2",4.13
mandible,1,{(mandible)},0,1,0,"0,1,0",2.75
mandolin,1,{(mandolin)},0,1,0,"0,1,0",2.78
mandrake,1,{(mandrake)},0,1,0,"0,1,0",2.59
mandrill,1,{(mandrill)},0,1,0,"0,1,0",1.7
mane,1,{(mania)},0,1,0,"0,1,0",3.33
maneuver,1,{(maneuver)},0,1,0,"0,1,0",3.53
maneuverability,3,{(maneuver)}>able>>ity>,0,1,2,"0,1,2",2.64
manful,2,{(man)}>ful>,0,1,1,"0,1,1",1.43
manfully,3,{(man)}>ful>>ly>,0,1,2,"0,1,2",2.05
manganese,1,{(manganese)},0,1,0,"0,1,0",3.11
mange,1,{(mange)},0,1,0,"0,1,0",2.5
manger,1,{(manger)},0,1,0,"0,1,0",2.99
mangier,3,{(mange)}>y>>er>,0,1,2,"0,1,2",0.0
mangiest,3,{(mange)}>y>>est>,0,1,2,"0,1,2",0.0
mangily,3,{(mange)}>y>>ly>,0,1,2,"0,1,2",0.0
mangle,1,{(mangle)},0,1,0,"0,1,0",2.39
mangled,1,{(mangle)},0,1,0,"0,1,0",2.94
mango,1,{(mango)},0,1,0,"0,1,0",3.56
mangosteen,1,{(mangosteen)},0,1,0,"0,1,0",1.84
mangrove,1,{(mangrove)},0,1,0,"0,1,0",2.89
mangy,2,{(mange)}>y>,0,1,1,"0,1,1",2.1
manhandle,2,{(man)}{(handle)},0,2,0,"0,2,0",2.0
manhandled,2,{(man)}{(handle)},0,2,0,"0,2,0",2.42
manhattan,1,{(manhattan)},0,1,0,"0,1,0",4.16
manhole,2,{(man)}{(hole)},0,2,0,"0,2,0",2.75
manhood,2,{(man)}>hood>,0,1,1,"0,1,1",3.16
manhour,2,{(man)}{(hour)},0,2,0,"0,2,0",0.0
mania,1,{(mania)},0,1,0,"0,1,0",3.44
maniac,1,{(maniac)},0,1,0,"0,1,0",3.22
maniacal,2,{(maniac)}>al>,0,1,1,"0,1,1",2.61
maniacally,2,{(maniac)}>ly>,0,1,1,"0,1,1",2.39
manic,1,{(manic)},0,1,0,"0,1,0",3.32
manicure,2,{(mani)(cure)},0,2,0,"0,2,0",2.99
manicured,2,{(mani)(cure)},0,2,0,"0,2,0",2.7
manicurist,3,{(mani)(cure)}>ist>,0,2,1,"0,2,1",1.97
manifest,1,{(manifest)},0,1,0,"0,1,0",3.68
manifestation,2,{(manifest)}>ion>,0,1,1,"0,1,1",3.43
manifestly,2,{(manifest)}>ly>,0,1,1,"0,1,1",2.67
manifesto,2,{(manifest)>o>},0,1,1,"0,1,1",3.65
manifold,1,{(manifold)},0,1,0,"0,1,0",3.32
manikin,1,{(manikin)},0,1,0,"0,1,0",1.9
manila,1,{(manila)},0,1,0,"0,1,0",3.88
manioc,1,{(manioc)},0,1,0,"0,1,0",2.05
manipulate,1,{(manipulate)},0,1,0,"0,1,0",3.69
manipulated,1,{(manipulate)},0,1,0,"0,1,0",3.6
manipulation,2,{(manipulate)}>ion>,0,1,1,"0,1,1",3.85
manipulative,2,{(manipulate)}>ive>,0,1,1,"0,1,1",3.25
manipulators,2,{(manipulate)}>or>,0,1,1,"0,1,1",2.46
mankind,2,{(man)}{(kind)},0,2,0,"0,2,0",3.88
manlier,3,{(man)}>ly>>er>,0,1,2,"0,1,2",1.72
manlike,2,{(man)}{(like)},0,2,0,"0,2,0",1.37
manliness,3,{(man)}>ly>>ness>,0,1,2,"0,1,2",2.53
manly,2,{(man)}>ly>,0,1,1,"0,1,1",3.66
manmade,2,{(man)}{(make)},0,2,0,"0,2,0",2.72
manna,1,{(manna)},0,1,0,"0,1,0",2.8
manned,1,{(mann)},0,1,0,"0,1,0",3.47
mannequin,1,{(mannequin)},0,1,0,"0,1,0",3.06
manner,1,{(manner)},0,1,0,"0,1,0",4.55
mannerism,2,{(manner)}>ism>,0,1,1,"0,1,1",2.28
mannerly,2,{(manner)}>ly>,0,1,1,"0,1,1",1.63
manning,1,{(mann)},0,1,0,"0,1,0",3.86
mannish,2,{(mann)}>ish>,0,1,1,"0,1,1",2.09
mannishness,3,{(mann)}>ish>>ness>,0,1,2,"0,1,2",0.0
manoeuvrability,3,{(manoeuvre)}>able>>ity>,0,1,2,"0,1,2",2.1
manoeuvrable,2,{(manoeuvre)}>able>,0,1,1,"0,1,1",1.92
manoeuvre,1,{(manoeuvre)},0,1,0,"0,1,0",3.03
manoeuvred,1,{(manoeuvre)},0,1,0,"0,1,0",2.14
manoeuvrer,2,{(manoeuvre)}>er>,0,1,1,"0,1,1",0.0
manometer,1,{(manometer)},0,1,0,"0,1,0",1.56
manor,1,{(manor)},0,1,0,"0,1,0",3.81
manorial,2,{(manor)}>al>,0,1,1,"0,1,1",2.23
manpower,2,{(man)}{(power)},0,2,0,"0,2,0",3.46
manse,1,{(manse)},0,1,0,"0,1,0",2.46
manservant,3,{(man)}{(serve)}>ant>,0,2,1,"0,2,1",2.24
mansion,1,{(mansion)},0,1,0,"0,1,0",4.02
manslaughter,2,{(man)}{(slaughter)},0,2,0,"0,2,0",3.38
mantel,1,{(mantel)},0,1,0,"0,1,0",2.91
mantelpiece,2,{(mantel)}{(piece)},0,2,0,"0,2,0",2.45
mantelshelf,2,{(mantel)}{(shelf)},0,2,0,"0,2,0",0.0
mantelshelves,2,{(mantel)}{(shelve)},0,2,0,"0,2,0",0.0
mantic,1,{(mantic)},0,1,0,"0,1,0",1.57
mantis,1,{(mantis)},0,1,0,"0,1,0",3.11
mantle,1,{(mantle)},0,1,0,"0,1,0",3.62
mantled,1,{(mantle)},0,1,0,"0,1,0",1.98
mantlepiece,2,{(mantle)}{(piece)},0,2,0,"0,2,0",1.52
mantrap,2,{(man)}{(trap)},0,2,0,"0,2,0",1.48
manual,1,{(manual)},0,1,0,"0,1,0",4.32
manually,2,{(manual)}>y>,0,1,1,"0,1,1",3.7
manufacture,3,{(mani)(fact)>ure>},0,2,1,"0,2,1",3.98
manufactured,3,{(mani)(fact)>ure>},0,2,1,"0,2,1",4.13
manufacturer,4,{(mani)(fact)>ure>}>er>,0,2,2,"0,2,2",4.21
manumission,2,{(manumit)}>ion>,0,1,1,"0,1,1",1.99
manumit,1,{(manumit)},0,1,0,"0,1,0",1.32
manumitted,1,{(manumit)},0,1,0,"0,1,0",1.6
manure,1,{(manure)},0,1,0,"0,1,0",3.2
manured,1,{(manure)},0,1,0,"0,1,0",1.14
manuscript,2,{(mani)(script)},0,2,0,"0,2,0",3.92
many,1,{(many)},0,1,0,"0,1,0",5.91
map,1,{(map)},0,1,0,"0,1,0",4.76
maple,1,{(maple)},0,1,0,"0,1,0",3.86
mapped,1,{(map)},0,1,0,"0,1,0",3.5
mapping,1,{(map)},0,1,0,"0,1,0",3.88
maquis,1,{(maquis)},0,1,0,"0,1,0",2.43
mar,1,{(mar)},0,1,0,"0,1,0",4.19
maraschino,1,{(maraschino)},0,1,0,"0,1,0",2.15
marathon,1,{(marathon)},0,1,0,"0,1,0",4.16
maraud,1,{(maraud)},0,1,0,"0,1,0",1.31
marauder,2,{(maraud)}>er>,0,1,1,"0,1,1",2.57
marble,1,{(marble)},0,1,0,"0,1,0",3.96
marbled,1,{(marble)},0,1,0,"0,1,0",2.66
marc,1,{(mark)},0,1,0,"0,1,0",4.03
march,1,{(march)},0,1,0,"0,1,0",5.26
marcher,2,{(march)}>er>,0,1,1,"0,1,1",1.95
marchioness,1,{(marchioness)},0,1,0,"0,1,0",2.37
marcus,1,{(marcus)},0,1,0,"0,1,0",4.09
mare,1,{(mare)},0,1,0,"0,1,0",3.6
margaret,1,{(margaret)},0,1,0,"0,1,0",4.23
margarine,1,{(margarine)},0,1,0,"0,1,0",2.83
margin,1,{(margin)},0,1,0,"0,1,0",4.27
marginal,2,{(margin)}>al>,0,1,1,"0,1,1",3.71
marginally,3,{(margin)}>al>>ly>,0,1,2,"0,1,2",3.25
marguerite,1,{(marguerite)},0,1,0,"0,1,0",3.1
maria,1,{(maria)},0,1,0,"0,1,0",4.34
marie,1,{(marie)},0,1,0,"0,1,0",4.19
marigold,1,{(marigold)},0,1,0,"0,1,0",2.75
marijuana,1,{(marijuana)},0,1,0,"0,1,0",4.2
marimba,1,{(marimba)},0,1,0,"0,1,0",2.29
marina,1,{(marina)},0,1,0,"0,1,0",3.84
marinade,2,{(marin)>ade>},0,1,1,"0,1,1",2.75
marinaded,2,{(marin)>ade>},0,1,1,"0,1,1",1.26
marinate,2,{(marin)>ate>},0,1,1,"0,1,1",2.59
marinated,2,{(marin)>ate>},0,1,1,"0,1,1",2.78
marine,1,{(marine)},0,1,0,"0,1,0",4.53
mariner,2,{(marin)>er>},0,1,1,"0,1,1",3.03
mario,1,{(mario)},0,1,0,"0,1,0",4.23
marionette,1,{(marionette)},0,1,0,"0,1,0",2.44
marital,1,{(marital)},0,1,0,"0,1,0",3.59
maritally,2,{(marital)}>ly>,0,1,1,"0,1,1",1.07
maritime,1,{(maritime)},0,1,0,"0,1,0",3.96
marjoram,1,{(marjoram)},0,1,0,"0,1,0",2.13
mark,1,{(mark)},0,1,0,"0,1,0",5.05
markdown,2,{(mark)}{(down)},0,2,0,"0,2,0",2.4
markedly,2,{(mark)}>ly>,0,1,1,"0,1,1",3.29
marker,2,{(mark)}>er>,0,1,1,"0,1,1",3.87
market,1,{(market)},0,1,0,"0,1,0",5.29
marketability,3,{(market)}>able>>ity>,0,1,2,"0,1,2",2.39
marketable,2,{(market)}>able>,0,1,1,"0,1,1",3.06
marketeer,2,{(market)}>eer>,0,1,1,"0,1,1",1.81
marketer,2,{(market)}>er>,0,1,1,"0,1,1",2.95
marketplace,2,{(market)}{(place)},0,2,0,"0,2,0",3.82
marksman,2,{(mark)}(man),0,2,0,"0,2,0",2.88
marksmanship,3,{(mark)}(man)>ship>,0,2,1,"0,2,1",2.57
marksmen,2,{(mark)}(men),0,2,0,"0,2,0",2.5
markswoman,2,{(mark)}(woman),0,2,0,"0,2,0",0.0
markup,2,{(mark)}{(up)},0,2,0,"0,2,0",3.09
marlin,1,{(marlin)},0,1,0,"0,1,0",3.01
marmalade,1,{(marmalade)},0,1,0,"0,1,0",2.89
marmot,1,{(marmot)},0,1,0,"0,1,0",2.4
maroon,1,{(maroon)},0,1,0,"0,1,0",3.35
marque,1,{(marque)},0,1,0,"0,1,0",2.59
marquee,1,{(marquee)},0,1,0,"0,1,0",3.18
marquetry,1,{(marquetry)},0,1,0,"0,1,0",2.05
marquis,1,{(marquis)},0,1,0,"0,1,0",3.45
marred,1,{(marr)},0,1,0,"0,1,0",3.09
marriage,1,{(marriage)},0,1,0,"0,1,0",4.91
marriageability,3,{(marriage)}>able>>ity>,0,1,2,"0,1,2",0.0
marriageable,2,{(marriage)}>able>,0,1,1,"0,1,1",2.1
married,1,{(marry)},0,1,0,"0,1,0",5.03
marries,1,{(marry)},0,1,0,"0,1,0",3.28
marring,1,{(marr)},0,1,0,"0,1,0",2.07
marrow,1,{(marrow)},0,1,0,"0,1,0",3.53
marrowbone,2,{(marrow)}{(bone)},0,2,0,"0,2,0",1.34
marrowfat,2,{(marrow)}{(fat)},0,2,0,"0,2,0",0.0
marry,1,{(marry)},0,1,0,"0,1,0",4.4
marsh,1,{(marsh)},0,1,0,"0,1,0",3.87
marshal,1,{(marshall)},0,1,0,"0,1,0",3.87
marshall,1,{(marshall)},0,1,0,"0,1,0",4.24
marshier,3,{(marsh)}>y>>er>,0,1,2,"0,1,2",0.0
marshiest,3,{(marsh)}>y>>est>,0,1,2,"0,1,2",0.0
marshmallow,1,{(marshmallow)},0,1,0,"0,1,0",3.15
marshy,2,{(marsh)}>y>,0,1,1,"0,1,1",2.65
marsupial,1,{(marsupial)},0,1,0,"0,1,0",2.41
mart,1,{(mart)},0,1,0,"0,1,0",3.69
marten,1,{(marten)},0,1,0,"0,1,0",2.66
martial,1,{(martial)},0,1,0,"0,1,0",4.06
martially,2,{(martial)}>ly>,0,1,1,"0,1,1",1.03
martin,1,{(martin)},0,1,0,"0,1,0",4.74
martinet,1,{(martinet)},0,1,0,"0,1,0",2.07
martini,1,{(martini)},0,1,0,"0,1,0",3.27
martyr,1,{(martyr)},0,1,0,"0,1,0",3.46
martyrdom,2,{(martyr)}>dom>,0,1,1,"0,1,1",3.16
marvel,1,{(marvel)},0,1,0,"0,1,0",4.16
marvelled,1,{(marvel)},0,1,0,"0,1,0",2.3
marvelling,1,{(marvel)},0,1,0,"0,1,0",2.01
marvellous,2,{(marvel)}>ious>,0,1,1,"0,1,1",3.4
marvellously,3,{(marvel)}>ious>>ly>,0,1,2,"0,1,2",2.24
marvelous,2,{(marvel)}>ious>,0,1,1,"0,1,1",3.53
marvelously,3,{(marvel)}>ious>>ly>,0,1,2,"0,1,2",2.3
mary,1,{(mary)},0,1,0,"0,1,0",4.78
maryland,1,{(maryland)},0,1,0,"0,1,0",4.27
marzipan,1,{(marzipan)},0,1,0,"0,1,0",2.46
mascara,1,{(mascara)},0,1,0,"0,1,0",3.33
mascot,1,{(mascot)},0,1,0,"0,1,0",3.62
masculine,2,{(mascul)>ine>},0,1,1,"0,1,1",3.71
masculinity,3,{(mascul)>ine>}>ity>,0,1,2,"0,1,2",3.37
maser,1,{(maser)},0,1,0,"0,1,0",2.12
mash,1,{(mash)},0,1,0,"0,1,0",3.55
masher,2,{(mash)}>er>,0,1,1,"0,1,1",2.2
mashie,1,{(mashie)},0,1,0,"0,1,0",1.3
mask,1,{(mask)},0,1,0,"0,1,0",4.31
masochism,2,{(masoch)>ism>},0,1,1,"0,1,1",2.42
masochist,2,{(masoch)>ist>},0,1,1,"0,1,1",2.44
masochistic,3,{(masoch)>ist>}>ic>,0,1,2,"0,1,2",2.52
mason,1,{(mason)},0,1,0,"0,1,0",4.14
masonic,2,{(mason)}>ic>,0,1,1,"0,1,1",3.14
masonry,2,{(mason)}>ory>,0,1,1,"0,1,1",3.35
masque,1,{(masque)},0,1,0,"0,1,0",2.62
masquerade,1,{(masquerade)},0,1,0,"0,1,0",3.05
masqueraded,1,{(masquerade)},0,1,0,"0,1,0",1.76
masquerader,2,{(masquerade)}>er>,0,1,1,"0,1,1",1.21
mass,1,{(mass)},0,1,0,"0,1,0",4.87
massachusetts,1,{(massachusetts)},0,1,0,"0,1,0",4.31
massacre,1,{(massacre)},0,1,0,"0,1,0",3.91
massacred,1,{(massacre)},0,1,0,"0,1,0",3.12
massage,1,{(massage)},0,1,0,"0,1,0",4.01
massaged,1,{(massage)},0,1,0,"0,1,0",2.6
masseur,1,{(masseur)},0,1,0,"0,1,0",2.35
masseuse,1,{(masseuse)},0,1,0,"0,1,0",2.62
massier,3,{(mass)}>y>>er>,0,1,2,"0,1,2",0.0
massif,1,{(massif)},0,1,0,"0,1,0",2.6
massive,2,{(mass)}>ive>,0,1,1,"0,1,1",4.72
massively,3,{(mass)}>ive>>ly>,0,1,2,"0,1,2",3.51
massiveness,3,{(mass)}>ive>>ness>,0,1,2,"0,1,2",1.41
massy,2,{(mass)}>y>,0,1,1,"0,1,1",2.25
mast,1,{(mast)},0,1,0,"0,1,0",3.52
mastectomies,4,{(mast)>ec>(tom)>y>},0,2,2,"0,2,2",1.69
mastectomy,4,{(mast)>ec>(tom)>y>},0,2,2,"0,2,2",2.7
master,1,{(master)},0,1,0,"0,1,0",4.93
masterful,2,{(master)}>ful>,0,1,1,"0,1,1",3.06
masterfully,3,{(master)}>ful>>ly>,0,1,2,"0,1,2",2.57
masterless,2,{(master)}>less>,0,1,1,"0,1,1",1.55
masterliness,3,{(master)}>ly>>ness>,0,1,2,"0,1,2",0.0
masterly,2,{(master)}>ly>,0,1,1,"0,1,1",2.46
mastermind,2,{(master)}{(mind)},0,2,0,"0,2,0",3.36
masterpiece,2,{(master)}{(piece)},0,2,0,"0,2,0",3.81
mastership,2,{(master)}>ship>,0,1,1,"0,1,1",1.92
masterstroke,2,{(master)}{(stroke)},0,2,0,"0,2,0",2.14
masterwork,2,{(master)}{(work)},0,2,0,"0,2,0",2.46
mastery,2,{(master)}>y>,0,1,1,"0,1,1",3.57
masthead,2,{(mast)}{(head)},0,2,0,"0,2,0",2.46
mastic,1,{(mastic)},0,1,0,"0,1,0",2.21
masticate,2,{(mastic)>ate>},0,1,1,"0,1,1",1.37
masticated,2,{(mastic)>ate>},0,1,1,"0,1,1",1.38
mastication,3,{(mastic)>ate>}>ion>,0,1,2,"0,1,2",1.85
mastiff,1,{(mastiff)},0,1,0,"0,1,0",2.58
mastitis,2,{(mast)>itis>},0,1,1,"0,1,1",2.27
mastodon,1,{(mastodon)},0,1,0,"0,1,0",2.55
mastoid,1,{(mastoid)},0,1,0,"0,1,0",1.9
masturbate,1,{(masturbate)},0,1,0,"0,1,0",3.18
masturbated,1,{(masturbate)},0,1,0,"0,1,0",2.44
masturbation,2,{(masturbate)}>ion>,0,1,1,"0,1,1",3.46
masturbatory,2,{(masturbate)}>ory>,0,1,1,"0,1,1",1.94
mat,1,{(mat)},0,1,0,"0,1,0",3.84
matador,1,{(matador)},0,1,0,"0,1,0",2.77
match,1,{(match)},0,1,0,"0,1,0",5.13
matchbox,2,{(match)}{(box)},0,2,0,"0,2,0",2.67
matchless,2,{(match)}>less>,0,1,1,"0,1,1",2.45
matchlessly,3,{(match)}>less>>ly>,0,1,2,"0,1,2",0.0
matchlock,2,{(match)}{(lock)},0,2,0,"0,2,0",1.61
matchmaker,3,{(match)}{(make)}>er>,0,2,1,"0,2,1",2.79
matchmaking,2,{(match)}{(make)},0,2,0,"0,2,0",3.33
matchstick,2,{(match)}{(stick)},0,2,0,"0,2,0",2.19
matchwood,2,{(match)}{(wood)},0,2,0,"0,2,0",1.12
mate,1,{(mate)},0,1,0,"0,1,0",4.55
material,1,{(material)},0,1,0,"0,1,0",4.95
materialism,2,{(material)}>ism>,0,1,1,"0,1,1",3.05
materialist,2,{(material)}>ist>,0,1,1,"0,1,1",2.61
materialistic,3,{(material)}>ist>>ic>,0,1,2,"0,1,2",2.99
materialistically,4,{(material)}>ist>>ic>>ly>,0,1,3,"0,1,3",1.29
materialization,3,{(material)}>ize>>ion>,0,1,2,"0,1,2",1.89
materialize,2,{(material)}>ize>,0,1,1,"0,1,1",2.99
materialized,2,{(material)}>ize>,0,1,1,"0,1,1",2.9
materially,2,{(material)}>y>,0,1,1,"0,1,1",3.36
maternal,2,{(mater)>al>},0,1,1,"0,1,1",3.77
maternally,3,{(mater)>al>}>ly>,0,1,2,"0,1,2",1.92
maternity,2,{(mater)>ity>},0,1,1,"0,1,1",3.66
matey,2,{(mate)}>y>,0,1,1,"0,1,1",2.5
math,1,{(math)},0,1,0,"0,1,0",4.45
mathematical,2,{(mathematic)}>al>,0,1,1,"0,1,1",4.04
mathematically,3,{(mathematic)}>al>>ly>,0,1,2,"0,1,2",3.18
mathematician,2,{(mathematic)}>ian>,0,1,1,"0,1,1",3.24
mathematics,1,{(mathematics)},0,1,0,"0,1,0",4.15
matinee,1,{(matinee)},0,1,0,"0,1,0",2.82
matins,1,{(matins)},0,1,0,"0,1,0",2.04
matriarch,2,{(mater)(arch)},0,2,0,"0,2,0",2.71
matriarchal,3,{(mater)(arch)}>al>,0,2,1,"0,2,1",2.27
