word,n_morphemes,note,n_pref,n_root,n_suff,prs,zipf_freq
apothecaries,1,{(apothecary)},0,1,0,"0,1,0",2.12
apothecary,1,{(apothecary)},0,1,0,"0,1,0",2.74
apothegm,1,{(apothegm)},0,1,0,"0,1,0",0.0
apotheoses,2,{(apotheos)>sis>},0,1,1,"0,1,1",0.0
apotheosis,2,{(apotheos)>sis>},0,1,1,"0,1,1",2.43
appal,1,{(appal)},0,1,0,"0,1,0",1.63
appalled,1,{(appall)},0,1,0,"0,1,0",3.24
appalling,1,{(appall)},0,1,0,"0,1,0",3.46
appallingly,2,{(appall)}>ly>,0,1,1,"0,1,1",2.31
appanage,1,{(appanage)},0,1,0,"0,1,0",1.49
apparatus,1,{(apparatus)},0,1,0,"0,1,0",3.78
apparel,1,{(apparel)},0,1,0,"0,1,0",3.72
apparelled,1,{(apparel)},0,1,0,"0,1,0",0.0
apparelling,1,{(apparel)},0,1,0,"0,1,0",0.0
apparency,3,{(appar)>ence>>y>},0,1,2,"0,1,2",0.0
apparent,2,{(appar)>ant>},0,1,1,"0,1,1",4.32
apparently,3,{(appar)>ant>}>ly>,0,1,2,"0,1,2",4.8
apparition,2,{(appar)>ion>},0,1,1,"0,1,1",2.86
appeal,1,{(appeal)},0,1,0,"0,1,0",4.67
appealingly,2,{(appeal)}>ly>,0,1,1,"0,1,1",1.87
appear,1,{(appear)},0,1,0,"0,1,0",4.85
appearance,2,{(appear)}>ance>,0,1,1,"0,1,1",4.69
appease,1,{(appease)},0,1,0,"0,1,0",3.2
appeased,1,{(appease)},0,1,0,"0,1,0",2.45
appeasement,2,{(appease)}>ment>,0,1,1,"0,1,1",2.79
appellant,2,{(appell)>ant>},0,1,1,"0,1,1",2.82
appellate,2,{(appell)>ate>},0,1,1,"0,1,1",3.34
appellation,3,{(appell)>ate>}>ion>,0,1,2,"0,1,2",2.76
append,2,{<a<(pend)},1,1,0,"1,1,0",2.64
appendage,3,{<a<(pend)}>age>,1,1,1,"1,1,1",2.76
appendectomy,5,{<a<(pend)>ec>(tom)>y>},1,2,2,"1,2,2",2.31
appendices,4,{<a<(pend)>ic>>sis>},1,1,2,"1,1,2",2.63
appendicitis,1,{(appendicitis)},0,1,0,"0,1,0",2.76
appendix,3,{<a<(pend)>ix>},1,1,1,"1,1,1",3.51
appetite,1,{(appetite)},0,1,0,"0,1,0",3.87
appetizer,2,{(appetize)}>er>,0,1,1,"0,1,1",2.86
appetizing,1,{(appetize)},0,1,0,"0,1,0",2.59
appetizingly,2,{(appetize)}>ly>,0,1,1,"0,1,1",0.0
applaud,1,{(applaud)},0,1,0,"0,1,0",3.46
applause,1,{(applause)},0,1,0,"0,1,0",3.83
apple,1,{(apple)},0,1,0,"0,1,0",4.76
applejack,2,{(apple)}{(jack)},0,2,0,"0,2,0",2.35
appliance,2,{(apply)}>ance>,0,1,1,"0,1,1",3.35
applicable,1,{(applicable)},0,1,0,"0,1,0",4.13
applicant,1,{(applicant)},0,1,0,"0,1,0",3.64
application,2,{(applicate)}>ion>,0,1,1,"0,1,1",4.86
applicator,2,{(applicate)}>or>,0,1,1,"0,1,1",2.59
applied,1,{(apply)},0,1,0,"0,1,0",4.67
applies,1,{(apply)},0,1,0,"0,1,0",4.23
applique,1,{(applique)},0,1,0,"0,1,0",2.29
apply,1,{(apply)},0,1,0,"0,1,0",4.81
appoint,1,{(appoint)},0,1,0,"0,1,0",3.7
appointee,2,{(appoint)}>ee>,0,1,1,"0,1,1",2.88
appointment,2,{(appoint)}>ment>,0,1,1,"0,1,1",4.49
apportion,2,<a<{(portion)},1,1,0,"1,1,0",2.2
apportionment,3,<a<{(portion)}>ment>,1,1,1,"1,1,1",2.48
apposite,1,{(apposite)},0,1,0,"0,1,0",2.05
appositely,2,{(apposite)}>ly>,0,1,1,"0,1,1",0.0
apposition,2,{(apposite)}>ion>,0,1,1,"0,1,1",1.78
appraisal,2,{(appraise)}>al>,0,1,1,"0,1,1",3.43
appraise,1,{(appraise)},0,1,0,"0,1,0",2.54
appraised,1,{(appraise)},0,1,0,"0,1,0",2.78
appraiser,2,{(appraise)}>er>,0,1,1,"0,1,1",2.8
appreciable,3,{<a<(preci)>able>},1,1,1,"1,1,1",2.78
appreciably,4,{<a<(preci)>able>}>y>,1,1,2,"1,1,2",2.45
appreciate,3,{<a<(preci)>ate>},1,1,1,"1,1,1",4.74
appreciated,3,{<a<(preci)>ate>},1,1,1,"1,1,1",4.16
appreciation,4,{<a<(preci)>ate>}>ion>,1,1,2,"1,1,2",4.12
appreciative,4,{<a<(preci)>ate>}>ive>,1,1,2,"1,1,2",3.24
appreciatively,5,{<a<(preci)>ate>}>ive>>ly>,1,1,3,"1,1,3",1.93
apprehend,2,{<a<(prehend)},1,1,0,"1,1,0",3.02
apprehensible,3,{<a<(prehend)}>able>,1,1,1,"1,1,1",0.0
apprehension,3,{<a<(prehend)}>ion>,1,1,1,"1,1,1",3.09
apprehensive,3,{<a<(prehend)}>ive>,1,1,1,"1,1,1",3.03
apprehensively,4,{<a<(prehend)}>ive>>ly>,1,1,2,"1,1,2",1.71
apprentice,1,{(apprentice)},0,1,0,"0,1,0",3.7
apprenticed,1,{(apprentice)},0,1,0,"0,1,0",2.61
apprenticeship,2,{(apprentice)}>ship>,0,1,1,"0,1,1",3.47
apprise,1,{(apprise)},0,1,0,"0,1,0",1.9
apprised,1,{(apprise)},0,1,0,"0,1,0",2.52
approach,1,{(approach)},0,1,0,"0,1,0",4.93
approachable,2,{(approach)}>able>,0,1,1,"0,1,1",2.91
approbation,3,{<a<(prob)>ion>},1,1,1,"1,1,1",2.3
appropriate,3,{<a<(propri)>ate>},1,1,1,"1,1,1",4.67
appropriated,3,{<a<(propri)>ate>},1,1,1,"1,1,1",3.14
appropriately,4,{<a<(propri)>ate>}>ly>,1,1,2,"1,1,2",3.74
appropriateness,4,{<a<(propri)>ate>}>ness>,1,1,2,"1,1,2",2.76
appropriation,4,{<a<(propri)>ate>}>ion>,1,1,2,"1,1,2",3.39
approval,2,{(approve)}>al>,0,1,1,"0,1,1",4.5
approve,1,{(approve)},0,1,0,"0,1,0",4.08
approved,1,{(approve)},0,1,0,"0,1,0",4.64
approvingly,2,{(approve)}>ly>,0,1,1,"0,1,1",2.34
approx,1,{(approx)},0,1,0,"0,1,0",3.51
approximate,3,{<a<(proxim)>ate>},1,1,1,"1,1,1",3.64
approximated,3,{<a<(proxim)>ate>},1,1,1,"1,1,1",2.68
approximately,4,{<a<(proxim)>ate>}>ly>,1,1,2,"1,1,2",4.64
approximation,4,{<a<(proxim)>ate>}>ion>,1,1,2,"1,1,2",3.32
appurtenance,1,{(appurtenance)},0,1,0,"0,1,0",1.19
apricot,1,{(apricot)},0,1,0,"0,1,0",2.98
april,1,{(april)},0,1,0,"0,1,0",5.19
apron,1,{(apron)},0,1,0,"0,1,0",3.36
apropos,1,{(apropos)},0,1,0,"0,1,0",2.69
apse,1,{(apse)},0,1,0,"0,1,0",2.34
apt,1,{(apt)},0,1,0,"0,1,0",3.69
aptitude,2,{(apt)}>itude>,0,1,1,"0,1,1",3.2
aptly,2,{(apt)}>ly>,0,1,1,"0,1,1",3.12
aptness,2,{(apt)}>ness>,0,1,1,"0,1,1",1.36
aqualung,2,(aqua){(lung)},0,2,0,"0,2,0",1.67
aquamarine,2,{(aqua)(marine)},0,2,0,"0,2,0",2.51
aquanaut,2,{(aqua)(naut)},0,2,0,"0,2,0",1.3
aquaplane,2,(aqua){(plane)},0,2,0,"0,2,0",1.01
aquaplaned,2,(aqua){(plane)},0,2,0,"0,2,0",1.15
aquaria,2,{(aqua)>ia>},0,1,1,"0,1,1",2.47
aquarium,2,{(aqua)>ium>},0,1,1,"0,1,1",3.56
aquatic,2,{(aqua)>ic>},0,1,1,"0,1,1",3.62
aquatically,3,{(aqua)>ic>}>ly>,0,1,2,"0,1,2",0.0
aquatint,2,{(aqua)(tint)},0,2,0,"0,2,0",1.91
aqueduct,2,{(aqua)(duct)},0,2,0,"0,2,0",2.93
aqueous,1,{(aqueous)},0,1,0,"0,1,0",3.15
aquiline,1,{(aquiline)},0,1,0,"0,1,0",1.71
arab,1,{(arab)},0,1,0,"0,1,0",4.39
arabesque,2,{(arab)}>esque>,0,1,1,"0,1,1",2.32
arabia,2,{(arab)>ia>},0,1,1,"0,1,1",4.12
arabic,2,{(arab)}>ic>,0,1,1,"0,1,1",4.03
arable,1,{(arable)},0,1,0,"0,1,0",2.96
arachnid,1,{(arachnid)},0,1,0,"0,1,0",2.31
arbiter,1,{(arbiter)},0,1,0,"0,1,0",2.98
arbitrarily,3,{(arbiter)>ory>}>ly>,0,1,2,"0,1,2",3.22
arbitrariness,3,{(arbiter)>ory>}>ness>,0,1,2,"0,1,2",2.13
arbitrary,2,{(arbiter)>ory>},0,1,1,"0,1,1",3.85
arbitrate,2,{(arbiter)>ate>},0,1,1,"0,1,1",2.36
arbitrated,2,{(arbiter)>ate>},0,1,1,"0,1,1",1.9
arbitration,3,{(arbiter)>ate>}>ion>,0,1,2,"0,1,2",3.72
arbitrator,3,{(arbiter)>ate>}>or>,0,1,2,"0,1,2",2.98
arbor,1,{(arbor)},0,1,0,"0,1,0",3.49
arboreal,2,{(arbor)>al>},0,1,1,"0,1,1",2.34
arboreta,2,{(arbor)}{(eta)},0,2,0,"0,2,0",1.13
arboretum,2,{(arbor)>etum>},0,1,1,"0,1,1",2.8
arbour,1,{(arbour)},0,1,0,"0,1,0",2.25
arc,1,{(arc)},0,1,0,"0,1,0",4.21
arcade,1,{(arcade)},0,1,0,"0,1,0",3.73
arcane,1,{(arcane)},0,1,0,"0,1,0",2.99
arch,1,{(arch)},0,1,0,"0,1,0",4.02
archaeological,4,{(archaeo)(log)>ic>>al>},0,2,2,"0,2,2",3.68
archaeologically,5,{(archaeo)(log)>ic>>al>}>ly>,0,2,3,"0,2,3",1.96
archaeologist,3,{(archaeo)(log)>ist>},0,2,1,"0,2,1",3.12
archaeology,3,{(archaeo)(log)>y>},0,2,1,"0,2,1",3.57
archaic,2,{(archaeo)>ic>},0,1,1,"0,1,1",3.36
archaically,3,{(archaeo)>ic>}>ly>,0,1,2,"0,1,2",1.35
archaism,2,{(archaeo)>ism>},0,1,1,"0,1,1",1.48
archangel,2,(arch){(angel)},0,2,0,"0,2,0",2.98
archbishop,2,(arch){(bishop)},0,2,0,"0,2,0",3.82
archbishopric,3,(arch){(bishop)}>ic>,0,2,1,"0,2,1",1.95
archdeacon,2,(arch){(deacon)},0,2,0,"0,2,0",2.7
archdeaconries,3,(arch){(deacon)}>ory>,0,2,1,"0,2,1",0.0
archdeaconry,3,(arch){(deacon)}>ory>,0,2,1,"0,2,1",1.93
archdiocese,2,(arch){(diocese)},0,2,0,"0,2,0",3.08
archduke,2,(arch){(duke)},0,2,0,"0,2,0",2.81
archenemy,2,(arch){(enemy)},0,2,0,"0,2,0",2.15
archeological,4,{(archaeo)(log)>ic>>al>},0,2,2,"0,2,2",2.93
archer,1,{(archer)},0,1,0,"0,1,0",3.81
archery,2,{(archer)}>y>,0,1,1,"0,1,1",3.25
archetypal,3,{(arche)(typo)}>al>,0,2,1,"0,2,1",2.88
archetype,2,{(arche)(typo)},0,2,0,"0,2,0",2.96
archetypical,3,{(arche)(typo)}>al>,0,2,1,"0,2,1",1.98
archipelago,1,{(archipelago)},0,1,0,"0,1,0",3.33
architect,1,{(architect)},0,1,0,"0,1,0",4.08
architectonic,2,{(architect)>ic>},0,1,1,"0,1,1",1.84
architectural,3,{(architect)}>ure>>al>,0,1,2,"0,1,2",3.96
architecturally,4,{(architect)}>ure>>al>>ly>,0,1,3,"0,1,3",2.62
architecture,2,{(architect)}>ure>,0,1,1,"0,1,1",4.42
archives,1,{(archive)},0,1,0,"0,1,0",4.1
archivist,2,{(archive)}>ist>,0,1,1,"0,1,1",2.8
archly,2,{(arch)}>ly>,0,1,1,"0,1,1",1.66
archtype,2,{(arch)}{(typo)},0,2,0,"0,2,0",0.0
archway,2,{(arch)}{(way)},0,2,0,"0,2,0",2.67
arclike,2,{(arc)}{(like)},0,2,0,"0,2,0",0.0
arctic,1,{(arctic)},0,1,0,"0,1,0",4.03
ardent,1,{(ardent)},0,1,0,"0,1,0",3.28
ardently,2,{(ardent)}>ly>,0,1,1,"0,1,1",2.44
ardor,1,{(ardor)},0,1,0,"0,1,0",2.34
ardour,1,{(ardor)},0,1,0,"0,1,0",2.25
arduous,1,{(arduous)},0,1,0,"0,1,0",3.18
arduously,2,{(arduous)}>ly>,0,1,1,"0,1,1",1.5
arduousness,2,{(arduous)}>ness>,0,1,1,"0,1,1",0.0
are,1,{(are)},0,1,0,"0,1,0",6.74
area,1,{(area)},0,1,0,"0,1,0",5.46
arena,1,{(arena)},0,1,0,"0,1,0",4.33
argent,1,{(argent)},0,1,0,"0,1,0",2.8
argentina,1,{(argentina)},0,1,0,"0,1,0",4.22
argon,1,{(argon)},0,1,0,"0,1,0",2.86
argot,1,{(argot)},0,1,0,"0,1,0",1.94
arguable,2,{(argue)}>able>,0,1,1,"0,1,1",2.66
arguably,3,{(argue)}>able>>y>,0,1,2,"0,1,2",3.9
argue,1,{(argue)},0,1,0,"0,1,0",4.46
argued,1,{(argue)},0,1,0,"0,1,0",4.36
argument,2,{(argue)}>ment>,0,1,1,"0,1,1",4.64
argumentation,3,{(argue)}>ment>>ion>,0,1,2,"0,1,2",2.65
argumentative,3,{(argue)}>ment>>ive>,0,1,2,"0,1,2",2.89
argumentatively,4,{(argue)}>ment>>ive>>ly>,0,1,3,"0,1,3",1.18
aria,1,{(aria)},0,1,0,"0,1,0",3.39
arid,1,{(arid)},0,1,0,"0,1,0",3.37
aridity,2,{(arid)}>ity>,0,1,1,"0,1,1",1.97
aridly,2,{(arid)}>ly>,0,1,1,"0,1,1",0.0
aright,1,{(aright)},0,1,0,"0,1,0",2.21
arise,2,<a<{(rise)},1,1,0,"1,1,0",3.93
arisen,2,<a<{(risen)},1,1,0,"1,1,0",3.2
aristocracies,2,{(aristo)(cracy)},0,2,0,"0,2,0",1.49
aristocracy,2,{(aristo)(cracy)},0,2,0,"0,2,0",3.21
aristocrat,2,{(aristo)(crat)},0,2,0,"0,2,0",2.99
aristocratic,3,{(aristo)(crat)}>ic>,0,2,1,"0,2,1",3.23
aristocratically,4,{(aristo)(crat)}>ic>>ly>,0,2,2,"0,2,2",1.02
arithmetic,1,{(arithmetic)},0,1,0,"0,1,0",3.4
arithmetical,2,{(arithmetic)}>al>,0,1,1,"0,1,1",2.1
arithmetically,3,{(arithmetic)}>al>>ly>,0,1,2,"0,1,2",1.62
arithmetician,2,{(arithmetic)}>ian>,0,1,1,"0,1,1",0.0
arizona,1,{(arizona)},0,1,0,"0,1,0",4.38
ark,1,{(ark)},0,1,0,"0,1,0",3.75
arkansas,1,{(arkansas)},0,1,0,"0,1,0",4.05
arm,1,{(arm)},0,1,0,"0,1,0",4.73
armada,1,{(armada)},0,1,0,"0,1,0",3.12
armadillo,1,{(armadillo)},0,1,0,"0,1,0",2.7
armament,2,{(arm)}>ment>,0,1,1,"0,1,1",3.04
armature,1,{(armature)},0,1,0,"0,1,0",2.54
armband,2,{(arm)}{(band)},0,2,0,"0,2,0",2.7
armchair,2,{(arm)}{(chair)},0,2,0,"0,2,0",3.21
armful,2,{(arm)}>ful>,0,1,1,"0,1,1",1.98
armhole,2,{(arm)}{(hole)},0,2,0,"0,2,0",1.54
armies,1,{(army)},0,1,0,"0,1,0",3.9
armistice,1,{(armistice)},0,1,0,"0,1,0",3.22
armless,2,{(arm)}>less>,0,1,1,"0,1,1",2.18
armlet,2,{(arm)}>let>,0,1,1,"0,1,1",1.61
armload,2,{(arm)}{(load)},0,2,0,"0,2,0",1.34
armoire,1,{(armoire)},0,1,0,"0,1,0",2.16
armor,1,{(armor)},0,1,0,"0,1,0",3.97
armorial,2,{(armor)}>al>,0,1,1,"0,1,1",2.17
armory,2,{(armor)}>y>,0,1,1,"0,1,1",3.22
armour,1,{(armor)},0,1,0,"0,1,0",3.75
armourer,2,{(armor)}>er>,0,1,1,"0,1,1",1.72
armouries,2,{(armor)}>y>,0,1,1,"0,1,1",1.8
armoury,2,{(armor)}>y>,0,1,1,"0,1,1",2.73
armpit,2,{(arm)}{(pit)},0,2,0,"0,2,0",3.0
army,1,{(army)},0,1,0,"0,1,0",5.06
arnica,1,{(arnica)},0,1,0,"0,1,0",2.14
arnold,1,{(arnold)},0,1,0,"0,1,0",4.0
aroma,1,{(aroma)},0,1,0,"0,1,0",3.23
aromatic,2,{(aroma)}>ic>,0,1,1,"0,1,1",3.32
aromatically,3,{(aroma)}>ic>>ly>,0,1,2,"0,1,2",0.0
arose,2,<a<{(rose)},1,1,0,"1,1,0",3.73
around,1,{(around)},0,1,0,"0,1,0",5.77
arousal,2,{(arouse)}>al>,0,1,1,"0,1,1",3.12
arouse,1,{(arouse)},0,1,0,"0,1,0",2.9
aroused,1,{(arouse)},0,1,0,"0,1,0",3.35
arpeggio,1,{(arpeggio)},0,1,0,"0,1,0",2.08
arquebus,1,{(arquebus)},0,1,0,"0,1,0",1.49
arrack,1,{(arrack)},0,1,0,"0,1,0",1.63
arraign,1,{(arraign)},0,1,0,"0,1,0",1.77
arraignment,2,{(arraign)}>ment>,0,1,1,"0,1,1",2.8
arrange,1,{(arrange)},0,1,0,"0,1,0",4.0
arranged,1,{(arrange)},0,1,0,"0,1,0",4.31
arrangement,2,{(arrange)}>ment>,0,1,1,"0,1,1",4.25
arrant,1,{(arrant)},0,1,0,"0,1,0",1.89
arras,1,{(arras)},0,1,0,"0,1,0",2.55
array,1,{(array)},0,1,0,"0,1,0",4.1
arrears,1,{(arrear)},0,1,0,"0,1,0",3.05
arrest,1,{(arrest)},0,1,0,"0,1,0",4.55
arrester,2,{(arrest)}>er>,0,1,1,"0,1,1",1.9
arrival,2,{(arrive)}>al>,0,1,1,"0,1,1",4.44
arrive,1,{(arrive)},0,1,0,"0,1,0",4.38
arrived,1,{(arrive)},0,1,0,"0,1,0",4.79
arrogance,1,{(arrogance)},0,1,0,"0,1,0",3.55
arrogant,1,{(arrogant)},0,1,0,"0,1,0",3.74
arrogantly,2,{(arrogant)}>ly>,0,1,1,"0,1,1",2.44
arrogate,1,{(arrogate)},0,1,0,"0,1,0",1.69
arrogated,1,{(arrogate)},0,1,0,"0,1,0",1.37
arrow,1,{(arrow)},0,1,0,"0,1,0",4.13
arrowhead,2,{(arrow)}{(head)},0,2,0,"0,2,0",2.86
arrowroot,2,{(arrow)}{(root)},0,2,0,"0,2,0",1.92
arroyo,1,{(arroyo)},0,1,0,"0,1,0",2.95
arse,1,{(arse)},0,1,0,"0,1,0",3.57
arsehole,2,{(arse)}{(hole)},0,2,0,"0,2,0",2.8
arsenal,1,{(arsenal)},0,1,0,"0,1,0",4.31
arsenic,1,{(arsenic)},0,1,0,"0,1,0",3.23
arson,1,{(arson)},0,1,0,"0,1,0",3.4
arsonist,2,{(arson)}>ist>,0,1,1,"0,1,1",2.59
art,1,{(art)},0,1,0,"0,1,0",5.29
arterial,2,{(artery)}>al>,0,1,1,"0,1,1",3.25
arteries,1,{(artery)},0,1,0,"0,1,0",3.46
arteriosclerosis,2,{(arterio)(sclerosis)},0,2,0,"0,2,0",1.96
artery,1,{(artery)},0,1,0,"0,1,0",3.65
artful,2,{(art)}>ful>,0,1,1,"0,1,1",2.88
artfully,3,{(art)}>ful>>ly>,0,1,2,"0,1,2",2.67
artfulness,3,{(art)}>ful>>ness>,0,1,2,"0,1,2",1.45
arthritic,1,{(arthritic)},0,1,0,"0,1,0",2.45
arthritis,1,{(arthritis)},0,1,0,"0,1,0",3.61
arthur,1,{(arthur)},0,1,0,"0,1,0",4.41
artichoke,1,{(artichoke)},0,1,0,"0,1,0",2.73
article,1,{(article)},0,1,0,"0,1,0",5.09
articled,1,{(article)},0,1,0,"0,1,0",2.02
articulate,2,{(articul)>ate>},0,1,1,"0,1,1",3.54
articulated,2,{(articul)>ate>},0,1,1,"0,1,1",3.39
articulately,3,{(articul)>ate>}>ly>,0,1,2,"0,1,2",1.77
articulateness,3,{(articul)>ate>}>ness>,0,1,2,"0,1,2",0.0
articulation,3,{(articul)>ate>}>ion>,0,1,2,"0,1,2",3.09
artier,3,{(art)}>y>>er>,0,1,2,"0,1,2",1.03
artiest,3,{(art)}>y>>est>,0,1,2,"0,1,2",0.0
artifact,1,{(artifact)},0,1,0,"0,1,0",3.41
artifice,1,{(artifice)},0,1,0,"0,1,0",2.58
artificer,2,{(artifice)}>er>,0,1,1,"0,1,1",2.36
artificial,2,{(artifice)>al>},0,1,1,"0,1,1",4.24
artificiality,3,{(artifice)>al>}>ity>,0,1,2,"0,1,2",2.0
artificially,3,{(artifice)>al>}>ly>,0,1,2,"0,1,2",3.44
artillery,1,{(artillery)},0,1,0,"0,1,0",3.96
artiness,3,{(art)}>y>>ness>,0,1,2,"0,1,2",0.0
artisan,1,{(artisan)},0,1,0,"0,1,0",3.26
artist,2,{(art)}>ist>,0,1,1,"0,1,1",4.8
artiste,2,{(art)>iste>},0,1,1,"0,1,1",2.84
artistic,3,{(art)}>ist>>ic>,0,1,2,"0,1,2",4.17
artistically,4,{(art)}>ist>>ic>>ly>,0,1,3,"0,1,3",2.92
artistry,3,{(art)}>ist>>ory>,0,1,2,"0,1,2",3.12
artless,2,{(art)}>less>,0,1,1,"0,1,1",2.02
artlessly,3,{(art)}>less>>ly>,0,1,2,"0,1,2",1.4
artlessness,3,{(art)}>less>>ness>,0,1,2,"0,1,2",1.17
arty,2,{(art)}>y>,0,1,1,"0,1,1",2.99
arum,1,{(arum)},0,1,0,"0,1,0",2.37
asbestos,1,{(asbestos)},0,1,0,"0,1,0",3.54
ascend,1,{(ascend)},0,1,0,"0,1,0",3.24
ascendancy,3,{(ascend)}>ance>>y>,0,1,2,"0,1,2",2.88
ascendant,2,{(ascend)}>ant>,0,1,1,"0,1,1",2.87
ascension,2,{(ascend)}>ion>,0,1,1,"0,1,1",3.34
ascent,2,{<a<(scent)},1,1,0,"1,1,0",3.42
ascertain,2,{<a<(certain)},1,1,0,"1,1,0",3.29
ascertainable,3,{<a<(certain)}>able>,1,1,1,"1,1,1",1.56
ascetic,1,{(ascetic)},0,1,0,"0,1,0",2.81
ascetical,2,{(ascetic)}>al>,0,1,1,"0,1,1",1.42
ascetically,2,{(ascetic)}>ly>,0,1,1,"0,1,1",1.06
asceticism,2,{(ascetic)}>ism>,0,1,1,"0,1,1",2.4
ascribable,3,{<a<(script)}>able>,1,1,1,"1,1,1",1.1
ascribe,2,{<a<(script)},1,1,0,"1,1,0",2.75
ascribed,2,{<a<(script)},1,1,0,"1,1,0",3.04
ascription,3,{<a<(script)>ion>},1,1,1,"1,1,1",1.74
aseptic,2,<a<{(septic)},1,1,0,"1,1,0",2.23
aseptically,3,<a<{(septic)}>ly>,1,1,1,"1,1,1",1.24
asexual,3,<a<{(sex)}>al>,1,1,1,"1,1,1",2.91
asexuality,4,<a<{(sex)}>al>>ity>,1,1,2,"1,1,2",2.05
asexually,4,<a<{(sex)}>al>>y>,1,1,2,"1,1,2",2.01
ash,1,{(ash)},0,1,0,"0,1,0",4.16
ashamed,2,<a<{(shame)},1,1,0,"1,1,0",4.06
ashamedly,3,<a<{(shame)}>ly>,1,1,1,"1,1,1",1.09
ashen,2,{(ash)}>en>,0,1,1,"0,1,1",2.48
ashier,3,{(ash)}>y>>er>,0,1,2,"0,1,2",0.0
ashley,1,{(ashley)},0,1,0,"0,1,0",4.11
ashore,2,{<a<(shore)},1,1,0,"1,1,0",3.52
ashtray,2,{(ash)}{(tray)},0,2,0,"0,2,0",2.72
ashy,2,{(ash)}>y>,0,1,1,"0,1,1",2.57
asia,1,{(asia)},0,1,0,"0,1,0",4.65
asian,2,{(asia)}>n>,0,1,1,"0,1,1",4.69
aside,1,{(aside)},0,1,0,"0,1,0",4.59
asinine,1,{(asinine)},0,1,0,"0,1,0",2.56
ask,1,{(ask)},0,1,0,"0,1,0",5.34
askance,1,{(askance)},0,1,0,"0,1,0",2.1
askew,1,{(askew)},0,1,0,"0,1,0",2.72
aslant,1,{(aslant)},0,1,0,"0,1,0",1.36
asleep,1,{(asleep)},0,1,0,"0,1,0",4.36
asocial,3,<a<{(socio)>al>},1,1,1,"1,1,1",1.99
asp,1,{(asp)},0,1,0,"0,1,0",3.05
asparagus,1,{(asparagus)},0,1,0,"0,1,0",3.25
aspect,1,{(aspect)},0,1,0,"0,1,0",4.41
aspen,1,{(aspen)},0,1,0,"0,1,0",3.43
asperities,1,{(asperity)},0,1,0,"0,1,0",1.36
asperity,1,{(asperity)},0,1,0,"0,1,0",1.38
asperse,2,{<a<(sperse)},1,1,0,"1,1,0",0.0
aspersed,2,{<a<(sperse)},1,1,0,"1,1,0",0.0
aspersion,3,{<a<(sperse)}>ion>,1,1,1,"1,1,1",1.48
asphalt,1,{(asphalt)},0,1,0,"0,1,0",3.53
asphodel,1,{(asphodel)},0,1,0,"0,1,0",1.7
asphyxia,1,{(asphyxia)},0,1,0,"0,1,0",2.41
asphyxiate,1,{(asphyxiate)},0,1,0,"0,1,0",1.78
asphyxiated,1,{(asphyxiate)},0,1,0,"0,1,0",2.09
asphyxiation,2,{(asphyxiate)}>ion>,0,1,1,"0,1,1",2.65
aspic,1,{(aspic)},0,1,0,"0,1,0",2.09
aspidistra,1,{(aspidistra)},0,1,0,"0,1,0",1.51
aspirant,3,{<a<(spir)}>ant>,1,1,1,"1,1,1",2.62
aspirate,3,{<a<(spir)>ate>},1,1,1,"1,1,1",2.1
aspirated,3,{<a<(spir)>ate>},1,1,1,"1,1,1",2.61
aspiration,4,{<a<(spir)}>ate>>ion>,1,1,2,"1,1,2",3.3
aspire,2,{<a<(spir)},1,1,0,"1,1,0",3.47
aspired,2,{<a<(spir)},1,1,0,"1,1,0",2.83
aspirin,1,{(aspirin)},0,1,0,"0,1,0",3.34
ass,1,{(ass)},0,1,0,"0,1,0",5.0
assail,1,{(assail)},0,1,0,"0,1,0",2.11
assailable,2,{(assail)}>able>,0,1,1,"0,1,1",0.0
assailant,2,{(assail)}>ant>,0,1,1,"0,1,1",3.09
assassin,1,{(assassin)},0,1,0,"0,1,0",3.66
assassinate,2,{(assassin)}>ate>,0,1,1,"0,1,1",3.2
assassinated,2,{(assassin)}>ate>,0,1,1,"0,1,1",3.39
assassination,3,{(assassin)}>ate>>ion>,0,1,2,"0,1,2",3.82
assault,1,{(assault)},0,1,0,"0,1,0",4.44
assay,1,{(assay)},0,1,0,"0,1,0",3.28
assegai,1,{(assegai)},0,1,0,"0,1,0",1.3
assemblage,3,{<a<(semble)}>age>,1,1,1,"1,1,1",2.94
assemble,2,{<a<(semble)},1,1,0,"1,1,0",3.64
assembled,2,{<a<(semble)},1,1,0,"1,1,0",3.96
assemblies,3,{<a<(semble)}>y>,1,1,1,"1,1,1",3.48
assembly,3,{<a<(semble)}>y>,1,1,1,"1,1,1",4.61
assemblywomen,4,{<a<(semble)}>y>{(women)},1,2,1,"1,2,1",0.0
assent,1,{(assent)},0,1,0,"0,1,0",3.03
assert,1,{(assert)},0,1,0,"0,1,0",3.62
assertion,2,{(assert)}>ion>,0,1,1,"0,1,1",3.63
assertive,2,{(assert)}>ive>,0,1,1,"0,1,1",3.19
assertively,3,{(assert)}>ive>>ly>,0,1,2,"0,1,2",2.0
assertiveness,3,{(assert)}>ive>>ness>,0,1,2,"0,1,2",2.62
assessment,2,{(assess)}>ment>,0,1,1,"0,1,1",4.46
assessor,2,{(assess)}>or>,0,1,1,"0,1,1",2.88
asset,1,{(asset)},0,1,0,"0,1,0",4.23
asseverate,1,{(asseverate)},0,1,0,"0,1,0",0.0
asseverated,1,{(asseverate)},0,1,0,"0,1,0",0.0
